,i_entry_name,i_length,i_native,i_tm_helix,i_tm_score,u_uniprot_acc
1384,YACG_ECOLI,65.0, ,0.0,,P0A8H8
1385,YAER_ECOLI,129.0, ,0.0,,P52096
1386,YAFQ_ECOLI,92.0, ,0.0,,Q47149
1387,YAGP_ECOLI,136.0, ,0.0,,P75684
1388,YAIE_ECOLI,94.0, ,0.0,,P0C037
1389,YBAA_ECOLI,117.0, ,0.0,,P0AAQ6
1390,YBAQ_ECOLI,113.0,2ebyA,0.0,,P0A9T6
1391,YBCC_ECOLI,87.0, ,0.0,,P75717
1392,YBCV_ECOLI,136.0, ,0.0,,P77598
1393,YBEB_ECOLI,105.0, ,0.0,,P0AAT6
1394,YBFI_ECOLI,65.0, ,0.0,,P39901
1395,YBGT_ECOLI,37.0, ,16.0,,P56100
1396,YBIJ_ECOLI,86.0, ,14.0,,P0AAX3
1397,YCAR_ECOLI,60.0, ,0.0,,P0AAZ7
1398,YCCU_ECOLI,137.0, ,0.0,,P75874
1399,YCFL_ECOLI,125.0, ,3.0,,P75946
1400,YCGX_ECOLI,134.0, ,0.0,,P75988
1401,YCHN_ECOLI,117.0,1jx7A,0.0,,P0AB52
1402,YCII_ECOLI,98.0, ,0.0,,P0AB55
1403,YCJD_ECOLI,117.0, ,0.0,,P45736
1404,YDAS_ECOLI,98.0, ,0.0,,P76063
1405,YDCZ_ECOLI,149.0, ,83.0,,P76111
1406,YDEI_ECOLI,130.0, ,6.0,,P31130
1407,YDFX_ECOLI,96.0, ,0.0,,P76165
1408,YDIE_ECOLI,63.0, ,0.0,,P0ACX9
1409,YDIT_ECOLI,97.0, ,0.0,,P77714
1410,YEBG_ECOLI,96.0, ,0.0,,P0ACY9
1411,YECR_ECOLI,107.0, ,5.0,,P76308
1412,YEES_ECOLI,148.0, ,0.0,,P76362
1413,YEGP_ECOLI,110.0, ,0.0,,P76402
1414,YEJL_ECOLI,75.0, ,0.0,,P0AD24
1415,YFCZ_ECOLI,94.0, ,0.0,,P0AD33
1416,YFEC_ECOLI,114.0, ,0.0,,P0AD37
1417,YFFO_ECOLI,138.0, ,0.0,,P76546
1418,YFHL_ECOLI,86.0,2zvsA,0.0,,P52102
1419,YGAC_ECOLI,114.0, ,0.0,,P0AD53
1420,YGBA_ECOLI,117.0, ,0.0,,P25728
1421,YGDI_ECOLI,75.0, ,18.0,,P65292
1422,YGFY_ECOLI,88.0,1x6iA,0.0,,P64559
1423,FETP_ECOLI,91.0, ,0.0,,P0A8P3
1424,YGJH_ECOLI,110.0,3ersX,0.0,,P42589
1425,YHBP_ECOLI,147.0, ,0.0,,P67762
1426,YHCN_ECOLI,87.0, ,11.0,,P64614
1427,YHDU_ECOLI,59.0, ,10.0,,P64619
1428,YHFA_ECOLI,134.0,1ml8A,2.0,,P0ADX1
1429,YHHM_ECOLI,119.0, ,15.0,,P37615
1430,YIBL_ECOLI,120.0, ,0.0,,P0ADK8
1431,YIDB_ECOLI,132.0, ,0.0,,P09996
1432,YIFN_ECOLI,149.0, ,0.0,,P56259
1433,YIIF_ECOLI,72.0, ,0.0,,P0AFU6
1434,YJAB_ECOLI,147.0, ,0.0,,P09163
1435,YJBR_ECOLI,118.0, ,0.0,,P0AF50
1436,YJDO_ECOLI,57.0, ,34.0,,P64646
1437,YJET_ECOLI,65.0, ,30.0,,P0AF73
1438,YJFY_ECOLI,91.0, ,14.0,,P0AF86
1439,YJHE_ECOLI,82.0, ,38.0,,P39355
1440,YKGI_ECOLI,78.0, ,3.0,,P75687
1441,YLCG_ECOLI,46.0, ,0.0,,Q47272
1442,YMDE_ECOLI,107.0, ,0.0,,Q7DFV4
1443,YMIA_ECOLI,42.0, ,18.0,,P0CB62
1444,YNAK_ECOLI,87.0, ,0.0,,P76068
1445,YNEM_ECOLI,31.0, ,17.0,,A5A616
1446,YNID_ECOLI,35.0, ,16.0,,Q2EES1
1447,YOAG_ECOLI,60.0, ,0.0,,P64496
1448,YOEB_ECOLI,84.0,2a6qE,0.0,,P69348
1449,YPEA_ECOLI,141.0, ,0.0,,P76539
1450,YQCA_ECOLI,149.0, ,0.0,,P65367
1451,YQFE_ECOLI,76.0, ,0.0,,P64562
1452,YRAN_ECOLI,131.0, ,0.0,,P45465
1453,YTCA_ECOLI,91.0, ,48.0,,A5A630
1454,YTFK_ECOLI,68.0, ,0.0,,P0ADE2
1455,ZAPA_ECOLI,109.0, ,1.0,,P0ADS2
1456,ZRAP_ECOLI,141.0, ,15.0,,P0AAA9
1457,AAER_ECOLI,309.0, ,3.0,,P67662
1458,ABGA_ECOLI,436.0, ,0.0,,P77357
1459,ABGT_ECOLI,508.0, ,253.0,,P46133
1460,BCCP_ECOLI,156.0,1bdoA,0.0,,P0ABD8
1461,ACEA_ECOLI,434.0,1igwC,1.0,,P0A9G6
1462,ODP2_ECOLI,630.0, ,3.0,,P06959
1463,ACON1_ECOLI,891.0, ,3.0,,P25516
1464,ACRA_ECOLI,397.0,2f1mC,7.0,,P0AE06
1465,ACRE_ECOLI,385.0, ,9.0,,P24180
1466,ACSA_ECOLI,652.0, ,2.0,,P27550
1467,ADD_ECOLI,333.0, ,0.0,,P22333
1468,ADHP_ECOLI,336.0, ,2.0,,P39451
1469,ADIY_ECOLI,253.0, ,0.0,,P33234
1470,ADRB_ECOLI,532.0, ,41.0,,P76261
1471,AES_ECOLI,319.0, ,0.0,,P23872
1472,PTPC1_ECOLI,267.0, ,150.0,,P42910
1473,AGAS_ECOLI,384.0,3c3jA,9.0,,P42907
1474,AHPC_ECOLI,187.0, ,1.0,,P0AE08
1475,AIS_ECOLI,200.0, ,18.0,,P45565
1476,ALDB_ECOLI,512.0, ,2.0,,P37685
1477,ALLA_ECOLI,160.0,1xsqA,0.0,,P77731
1478,ALLD_ECOLI,349.0,1xrhA,2.0,,P77555
1479,ALR1_ECOLI,359.0,2rjgA,0.0,,P0A6B4
1480,ALSC_ECOLI,326.0, ,187.0,,P32720
1481,ALX_ECOLI,321.0, ,182.0,,P42601
1482,AMIC_ECOLI,417.0, ,12.0,,P63883
1483,AMPC_ECOLI,377.0,1c3bA,6.0,,P00811
1484,AMPG_ECOLI,491.0, ,280.0,,P0AE16
1485,AMY2_ECOLI,495.0, ,0.0,,P26612
1486,ASPG2_ECOLI,348.0,1nnsA,18.0,,P00805
1487,APBE_ECOLI,351.0,2o18C,7.0,,P0AB85
1488,APPB_ECOLI,378.0, ,168.0,,P26458
1489,APT_ECOLI,183.0,2dy0A,7.0,,P69503
1490,ARAB_ECOLI,566.0, ,0.0,,P08204
1491,ARAE_ECOLI,472.0, ,260.0,,P0AE24
1492,ARAH_ECOLI,328.0, ,179.0,,P0AE26
1493,ARCB_ECOLI,778.0, ,32.0,,P0AEC3
1494,ARGB_ECOLI,258.0,1gs5A,0.0,,P0A6C8
1495,ARGE_ECOLI,383.0, ,0.0,,P23908
1496,ARLY_ECOLI,457.0,1tj7A,3.0,,P11447
1497,ARGR_ECOLI,156.0, ,0.0,,P0A6D0
1498,ARNA_ECOLI,660.0,1z7eD,1.0,,P77398
1499,ARND_ECOLI,296.0, ,0.0,,P76472
1500,AROB_ECOLI,362.0, ,1.0,,P07639
1501,AROE_ECOLI,272.0,1nytA,0.0,,P15770
1502,AROH_ECOLI,348.0, ,0.0,,P00887
1503,AROM_ECOLI,225.0, ,2.0,,P0AE28
1504,ARPB_ECOLI,632.0, ,9.0,,P76205
1505,ARSB_ECOLI,429.0, ,222.0,,P0AB93
1506,ARTM_ECOLI,222.0, ,119.0,,P0AE30
1507,ASCB_ECOLI,474.0, ,0.0,,P24240
1508,DHAS_ECOLI,367.0,1gl3A,0.0,,P0A9Q9
1509,ASMA_ECOLI,617.0, ,19.0,,P28249
1510,ASNC_ECOLI,152.0,2cg4A,0.0,,P0ACI6
1511,AAT_ECOLI,396.0,1aawA,0.0,,P00509
1512,ASTB_ECOLI,447.0,1ynhB,0.0,,P76216
1513,ASTE_ECOLI,322.0,1yw6A,0.0,,P76215
1514,ATOC_ECOLI,461.0, ,0.0,,Q06065
1515,ATOS_ECOLI,608.0, ,36.0,,Q06067
1516,ATPB_ECOLI,460.0, ,1.0,,P0ABB4
1517,ATPD_ECOLI,177.0, ,0.0,,P0ABA4
1518,BAER_ECOLI,240.0, ,0.0,,P69228
1519,BASR_ECOLI,222.0, ,0.0,,P30843
1520,BCP_ECOLI,156.0, ,0.0,,P0AE52
1521,BCSB_ECOLI,779.0, ,29.0,,P37652
1522,BETA_ECOLI,556.0, ,0.0,,P17444
1523,BETT_ECOLI,677.0, ,239.0,,P0ABC9
1524,BGLB_ECOLI,470.0, ,0.0,,P11988
1525,BGLH_ECOLI,538.0, ,6.0,,P26218
1526,BIOA_ECOLI,429.0,1qj5B,2.0,,P12995
1527,BIOD1_ECOLI,225.0,1a82A,0.0,,P13000
1528,BIRA_ECOLI,321.0,2ewnA,4.0,,P06709
1529,BRNQ_ECOLI,439.0, ,243.0,,P0AD99
1530,BTUD_ECOLI,249.0,2qi9C,0.0,,P06611
1531,BTUR_ECOLI,196.0, ,0.0,,P0A9H5
1532,CADC_ECOLI,512.0,3ly7A,21.0,,P23890
1533,CAIC_ECOLI,517.0, ,3.0,,P31552
1534,CAIT_ECOLI,504.0,3hfxA,249.0,,P31553
1535,CARB_ECOLI,1073.0,1bxrA,1.0,,P00968
1536,CBRA_ECOLI,354.0, ,1.0,,P31456
1537,CCMB_ECOLI,220.0, ,119.0,,P0ABL8
1538,CCMF_ECOLI,647.0, ,291.0,,P33927
1539,CDD_ECOLI,294.0,1af2A,0.0,,P0ABF6
1540,CFA_ECOLI,382.0, ,0.0,,P0A9H7
1541,PTQC_ECOLI,452.0, ,214.0,,P17334
1542,CHBR_ECOLI,280.0, ,0.0,,P17410
1543,CHER_ECOLI,286.0, ,0.0,,P07364
1544,CHIA_ECOLI,897.0, ,4.0,,P13656
1545,CITC_ECOLI,352.0, ,0.0,,P77390
1546,CITG_ECOLI,292.0, ,2.0,,P77231
1547,CLCB_ECOLI,418.0, ,201.0,,P76175
1548,CLPP_ECOLI,207.0,1yg6A,0.0,,P0A6G7
1549,KCY_ECOLI,227.0,1kdoA,0.0,,P0A6I0
1550,PTMCB_ECOLI,462.0, ,150.0,,P69826
1551,COAD_ECOLI,159.0,1gn8A,0.0,,P0A6I6
1552,COBS_ECOLI,247.0, ,114.0,,P36561
1553,CODA_ECOLI,427.0,1k6wA,0.0,,P25524
1554,COHE_ECOLI,224.0, ,0.0,,P75974
1555,CORC_ECOLI,292.0, ,0.0,,P0AE78
1556,CPTA_ECOLI,577.0, ,102.0,,P0CB39
1557,CPXR_ECOLI,232.0, ,0.0,,P0AE88
1558,CRED_ECOLI,450.0, ,118.0,,P08369
1559,CSDA_ECOLI,401.0, ,0.0,,Q46925
1560,CSGD_ECOLI,216.0, ,0.0,,P52106
1561,CSIE_ECOLI,426.0, ,0.0,,P54901
1562,CSTA_ECOLI,701.0, ,322.0,,P15078
1563,CUSB_ECOLI,407.0,3ne5C,18.0,,P77239
1564,CUSS_ECOLI,480.0, ,43.0,,P77485
1565,CVRA_ECOLI,578.0, ,240.0,,P76007
1566,CYCA_ECOLI,470.0, ,240.0,,P0AAE0
1567,CYDC_ECOLI,573.0, ,137.0,,P23886
1568,CYNS_ECOLI,156.0,2iu7A,0.0,,P00816
1569,CYOA_ECOLI,315.0,1fftB,57.0,,P0ABJ1
1570,CYOE_ECOLI,296.0, ,170.0,,P0AEA5
1571,CYSC_ECOLI,201.0, ,2.0,,P0A6J1
1572,CYSG_ECOLI,457.0, ,0.0,,P0AEA8
1573,CYSJ_ECOLI,599.0,1ddgA,0.0,,P38038
1574,CYSN_ECOLI,475.0, ,0.0,,P23845
1575,SYC_ECOLI,461.0,1u0bB,2.0,,P21888
1576,CYSZ_ECOLI,253.0, ,62.0,,P0A6J3
1577,DACB_ECOLI,477.0,2ex2A,8.0,,P24228
1578,DADA_ECOLI,432.0, ,0.0,,P0A6J5
1579,DAMX_ECOLI,428.0, ,10.0,,P11557
1580,DAPD_ECOLI,274.0, ,0.0,,P0A9D8
1581,DBPA_ECOLI,457.0, ,0.0,,P21693
1582,DCP_ECOLI,681.0,1y791,5.0,,P24171
1583,DCTR_ECOLI,176.0, ,1.0,,P37195
1584,DCUC_ECOLI,461.0, ,244.0,,P0ABP3
1585,DCUS_ECOLI,543.0, ,43.0,,P0AEC8
1586,DDLB_ECOLI,306.0,1iovA,0.0,,P07862
1587,DDPC_ECOLI,298.0, ,130.0,,P77463
1588,DDPX_ECOLI,193.0, ,0.0,,P77790
1589,DEF_ECOLI,169.0,1bs4A,0.0,,P0A6K3
1590,DEGS_ECOLI,355.0,1te0A,19.0,,P0AEE3
1591,DEOC_ECOLI,259.0,1jclA,0.0,,P0A6L0
1592,DGOA_ECOLI,205.0,2v81A,0.0,,Q6BF16
1593,DGOR_ECOLI,229.0, ,0.0,,P31460
1594,DHAK_ECOLI,356.0,3pnlA,0.0,,P76015
1595,DHAR_ECOLI,639.0, ,0.0,,P76016
1596,DINF_ECOLI,459.0, ,267.0,,P28303
1597,DJLB_ECOLI,475.0, ,19.0,,P77381
1598,DKGB_ECOLI,267.0, ,0.0,,P30863
1599,DLGD_ECOLI,332.0,1nxuA,0.0,,P37672
1600,DMSA_ECOLI,814.0, ,4.0,,P18775
1601,DMSD_ECOLI,204.0,3efpA,0.0,,P69853
1602,DNAC_ECOLI,245.0, ,0.0,,P0AEF0
1603,DNAJ_ECOLI,376.0, ,0.0,,P08622
1604,DPO3E_ECOLI,243.0,2guiA,0.0,,P03007
1605,DOSC_ECOLI,460.0, ,0.0,,P0AA89
1606,DPIB_ECOLI,552.0, ,43.0,,P77510
1607,DPPC_ECOLI,300.0, ,127.0,,P0AEG1
1608,DPS_ECOLI,167.0,1f33F,0.0,,P0ABT2
1609,DSBC_ECOLI,236.0,1eejA,4.0,,P0AEG6
1610,DSBG_ECOLI,248.0,1v57A,2.0,,P77202
1611,DSDX_ECOLI,445.0, ,234.0,,P08555
1612,DTPD_ECOLI,493.0, ,290.0,,P75742
1613,DUSC_ECOLI,315.0, ,0.0,,P33371
1614,DXS_ECOLI,620.0,2o1sA,0.0,,P77488
1615,EAMB_ECOLI,195.0, ,118.0,,P38101
1616,ECOT_ECOLI,162.0,1ecyA,1.0,,P23827
1617,EDD_ECOLI,603.0, ,1.0,,P0ADF6
1618,ELAA_ECOLI,153.0, ,0.0,,P0AEH3
1619,ELFA_ECOLI,179.0, ,8.0,,P75855
1620,ELFG_ECOLI,356.0, ,17.0,,P75858
1621,EMRD_ECOLI,394.0,2gfpA,236.0,,P31442
1622,EMTA_ECOLI,203.0,2y8pA,3.0,,P0C960
1623,ENGD_ECOLI,363.0, ,0.0,,P0ABU2
1624,ENTB_ECOLI,285.0,2fq1A,0.0,,P0ADI4
1625,ENTE_ECOLI,536.0, ,3.0,,P10378
1626,ENVC_ECOLI,419.0, ,16.0,,P37690
1627,ENVZ_ECOLI,450.0, ,40.0,,P0AEJ4
1628,EPTB_ECOLI,563.0, ,105.0,,P37661
1629,ETK_ECOLI,726.0, ,38.0,,P38134
1630,EUTC_ECOLI,295.0,3aboB,0.0,,P19636
1631,EUTG_ECOLI,395.0, ,0.0,,P76553
1632,EUTK_ECOLI,166.0, ,4.0,,P76540
1633,EUTQ_ECOLI,233.0, ,0.0,,P76555
1634,EVGA_ECOLI,204.0,3f6cA,0.0,,P0ACZ4
1635,EXUR_ECOLI,258.0, ,0.0,,P0ACL2
1636,FABB_ECOLI,406.0,2buhA,1.0,,P0A953
1637,FABG_ECOLI,244.0,1q7bA,4.0,,P0AEK2
1638,FABR_ECOLI,215.0, ,0.0,,P0ACU5
1639,FADB_ECOLI,729.0, ,1.0,,P21177
1640,FADH_ECOLI,672.0,1ps9A,0.0,,P42593
1641,FADK_ECOLI,548.0, ,2.0,,P38135
1642,ALF_ECOLI,359.0,1dosA,0.0,,P0AB71
1643,FBPC_ECOLI,348.0, ,0.0,,P37009
1644,FDHE_ECOLI,309.0, ,0.0,,P13024
1645,FDNH_ECOLI,294.0,1kqfB,18.0,,P0AAJ3
1646,FDOH_ECOLI,300.0, ,16.0,,P0AAJ5
1647,FEAB_ECOLI,499.0, ,2.0,,P80668
1648,FECB_ECOLI,300.0, ,15.0,,P15028
1649,FECE_ECOLI,255.0, ,0.0,,P15031
1650,FEOB_ECOLI,773.0, ,187.0,,P33650
1651,FEPC_ECOLI,271.0, ,0.0,,P23878
1652,FEPG_ECOLI,330.0, ,175.0,,P23877
1653,FHIA_ECOLI,579.0, ,65.0,,Q47153
1654,FHUB_ECOLI,660.0, ,362.0,,P06972
1655,FHUE_ECOLI,729.0, ,12.0,,P16869
1656,FIEF_ECOLI,300.0,2qfiA,131.0,,P69380
1657,FIMC_ECOLI,241.0,1ze3C,19.0,,P31697
1658,FIMF_ECOLI,176.0,3jwnE,16.0,,P08189
1659,FIMI_ECOLI,179.0, ,7.0,,P39264
1660,FIXA_ECOLI,256.0, ,0.0,,P60566
1661,FKBB_ECOLI,206.0, ,0.0,,P0A9L3
1662,FLAW_ECOLI,173.0, ,0.0,,P0ABY4
1663,FLGE_ECOLI,402.0, ,0.0,,P75937
1664,FLGH_ECOLI,232.0, ,12.0,,P0A6S0
1665,FLGL_ECOLI,317.0, ,0.0,,P29744
1666,FLHC_ECOLI,192.0,2avuE,0.0,,P0ABY7
1667,FLID_ECOLI,468.0, ,1.0,,P24216
1668,FLIH_ECOLI,228.0, ,0.0,,P31068
1669,FLIM_ECOLI,334.0, ,0.0,,P06974
1670,AG43_ECOLI,1039.0, ,14.0,,P39180
1671,FOCA_ECOLI,285.0, ,136.0,,P0AC23
1672,FOLC_ECOLI,422.0,1w78A,0.0,,P08192
1673,HPPK_ECOLI,159.0,1dy3A,0.0,,P26281
1674,FENR_ECOLI,248.0,1fdrA,1.0,,P28861
1675,FRDB_ECOLI,244.0,1kf6B,0.0,,P0AC47
1676,FRLB_ECOLI,340.0, ,13.0,,P0AC00
1677,FRLR_ECOLI,243.0, ,0.0,,P45544
1678,RRF_ECOLI,185.0,1ek8A,0.0,,P0A805
1679,PTFAH_ECOLI,376.0, ,0.0,,P69811
1680,PTFLB_ECOLI,483.0, ,176.0,,P32154
1681,PTFC2_ECOLI,359.0, ,174.0,,P32672
1682,FSAA_ECOLI,220.0,1l6wA,0.0,,P78055
1683,FTNA_ECOLI,165.0,1eumA,0.0,,P0A998
1684,FTSE_ECOLI,222.0, ,0.0,,P0A9R7
1685,FTSK_ECOLI,1329.0, ,102.0,,P46889
1686,FTSW_ECOLI,414.0, ,204.0,,P0ABG4
1687,FUCA_ECOLI,215.0,2fuaA,0.0,,P0AB87
1688,FUCO_ECOLI,382.0,2bi4A,1.0,,P0A9S1
1689,FUMA_ECOLI,548.0, ,2.0,,P0AC33
1690,EFG_ECOLI,704.0, ,1.0,,P0A6M8
1691,GABP_ECOLI,466.0, ,246.0,,P25527
1692,DCEB_ECOLI,466.0,3fz6E,0.0,,P69910
1693,GADW_ECOLI,242.0, ,0.0,,P63201
1694,GALF_ECOLI,297.0, ,0.0,,P0AAB6
1695,GALP_ECOLI,464.0, ,260.0,,P0AEP1
1696,GAL7_ECOLI,348.0,1gupA,0.0,,P09148
1697,G3P3_ECOLI,333.0, ,0.0,,P33898
1698,GARL_ECOLI,256.0,1dxeA,0.0,,P23522
1699,PTKC_ECOLI,451.0, ,219.0,,P69831
1700,GATY_ECOLI,284.0, ,0.0,,P0C8J6
1701,GCL_ECOLI,593.0,2panA,4.0,,P0AEP7
1702,GCSP_ECOLI,957.0, ,0.0,,P33195
1703,DHE4_ECOLI,447.0, ,0.0,,P00370
1704,GFCD_ECOLI,698.0, ,1.0,,P75882
1705,GHRA_ECOLI,312.0, ,0.0,,P75913
1706,MASZ_ECOLI,723.0,1p7tA,0.0,,P37330
1707,GLCE_ECOLI,350.0, ,1.0,,P52073
1708,GLF_ECOLI,367.0,1i8tA,0.0,,P37747
1709,GLGC_ECOLI,431.0, ,0.0,,P0A6V1
1710,GLK_ECOLI,321.0, ,10.0,,P0A6V8
1711,GLMU_ECOLI,456.0,2oi6B,0.0,,P0ACC7
1712,GLNE_ECOLI,946.0,3k7dA,0.0,,P30870
1713,NTRB_ECOLI,349.0, ,0.0,,P0AFB5
1714,SYQ_ECOLI,554.0,1euqA,0.0,,P00962
1715,GLPB_ECOLI,419.0, ,0.0,,P13033
1716,GLPF_ECOLI,281.0,1fx8A,114.0,,P0AER0
1717,GLPQ_ECOLI,358.0,1ydyA,6.0,,P09394
1718,GLPX_ECOLI,336.0,3bihA,0.0,,P0A9C9
1719,GLSA1_ECOLI,310.0,1u60A,4.0,,P77454
1720,GLTD_ECOLI,472.0, ,0.0,,P09832
1721,GLTJ_ECOLI,246.0, ,113.0,,P0AER3
1722,GLTP_ECOLI,437.0, ,200.0,,P21345
1723,GLUQ_ECOLI,308.0,2zlzA,0.0,,P27305
1724,GLVG_ECOLI,212.0, ,14.0,,P31450
1725,GLYA_ECOLI,417.0,1dfoB,3.0,,P0A825
1726,GM4D_ECOLI,373.0,1db3A,0.0,,P0AC88
1727,KGUA_ECOLI,207.0,2anbA,0.0,,P60546
1728,GNTK_ECOLI,175.0,1ko5A,0.0,,P46859
1729,GNTT_ECOLI,438.0, ,225.0,,P39835
1730,GSHR_ECOLI,450.0,1gerB,5.0,,P06715
1731,GPMB_ECOLI,215.0, ,9.0,,P0A7A2
1732,GPDA_ECOLI,339.0, ,3.0,,P0A6S7
1733,GREB_ECOLI,158.0,2p4vA,0.0,,P30128
1734,GLRX2_ECOLI,215.0, ,1.0,,P0AC59
1735,GSIA_ECOLI,623.0, ,0.0,,P75796
1736,GSID_ECOLI,303.0, ,136.0,,P75799
1737,GSPA_ECOLI,489.0, ,17.0,,P45756
1738,GSPE_ECOLI,493.0, ,1.0,,P45759
1739,GSPL_ECOLI,387.0, ,11.0,,P45763
1740,IMDH_ECOLI,488.0, ,2.0,,P0ADG7
1741,GUDH_ECOLI,446.0,1ec9D,0.0,,P0AES2
1742,GUTQ_ECOLI,321.0, ,1.0,,P17115
1743,HCAB_ECOLI,270.0, ,0.0,,P0CI31
1744,HCAF_ECOLI,172.0, ,0.0,,Q47140
1745,HCHA_ECOLI,283.0,1onsA,0.0,,P31658
1746,HDA_ECOLI,233.0, ,0.0,,P69931
1747,HDHA_ECOLI,255.0,1ahiA,0.0,,P0AET8
1748,HEM2_ECOLI,324.0,1i8jA,0.0,,P0ACB2
1749,DCUP_ECOLI,354.0, ,0.0,,P29680
1750,HEMH_ECOLI,320.0, ,0.0,,P23871
1751,HEMY_ECOLI,398.0, ,37.0,,P0ACB7
1752,HFLD_ECOLI,213.0,1qz4A,0.0,,P25746
1753,HIPA_ECOLI,440.0,3fbrA,0.0,,P23874
1754,HIS8_ECOLI,356.0,1ijiA,1.0,,P06986
1755,HIS1_ECOLI,299.0,1h3dA,0.0,,P60757
1756,HISJ_ECOLI,260.0,1hslA,15.0,,P0AEU0
1757,HISP_ECOLI,257.0, ,0.0,,P07109
1758,HLDD_ECOLI,310.0,2x6tG,0.0,,P67910
1759,HMP_ECOLI,396.0,1gvhA,1.0,,P24232
1760,HOFC_ECOLI,400.0, ,70.0,,P36646
1761,GSPH_ECOLI,169.0, ,14.0,,P41443
1762,HOLA_ECOLI,343.0,1jr3D,0.0,,P28630
1763,HRPA_ECOLI,1300.0, ,0.0,,P43329
1764,HSCA_ECOLI,616.0, ,2.0,,P0A6Z1
1765,T1MK_ECOLI,529.0,2ar0A,0.0,,P08957
1766,HSLO_ECOLI,292.0,1hw7A,0.0,,P0A6Y5
1767,HSRA_ECOLI,475.0, ,278.0,,P31474
1768,HTRB_ECOLI,306.0, ,19.0,,P0ACV0
1769,MBHL_ECOLI,597.0, ,0.0,,P0ACD8
1770,HYAF_ECOLI,285.0, ,0.0,,P19932
1771,HYBB_ECOLI,392.0, ,203.0,,P37180
1772,HYBE_ECOLI,162.0, ,1.0,,P0AAN1
1773,HYCD_ECOLI,307.0, ,171.0,,P16430
1774,HYCG_ECOLI,255.0, ,0.0,,P16433
1775,HYFA_ECOLI,205.0, ,0.0,,P23481
1776,HYFD_ECOLI,479.0, ,276.0,,P77416
1777,HYFG_ECOLI,555.0, ,2.0,,P77329
1778,HYFR_ECOLI,670.0, ,0.0,,P71229
1779,HYPD_ECOLI,373.0, ,0.0,,P24192
1780,PHYDA_ECOLI,461.0, ,0.0,,Q46806
1781,IAP_ECOLI,345.0, ,3.0,,P10423
1782,IBSC_ECOLI,19.0, ,7.0,,C1P615
1783,IDH_ECOLI,416.0,1p8fA,1.0,,P08200
1784,IDI_ECOLI,182.0,1nfsB,0.0,,Q46822
1785,IDNO_ECOLI,254.0, ,3.0,,P0A9P9
1786,SYI_ECOLI,938.0, ,0.0,,P00956
1787,ILVC_ECOLI,491.0,1yrlA,0.0,,P05793
1788,ILVG_ECOLI,548.0, ,3.0,,P00892
1789,ILVY_ECOLI,297.0, ,0.0,,P05827
1790,IF3_ECOLI,180.0, ,0.0,,P0A707
1791,INSD3_ECOLI,301.0, ,0.0,,P0CF55
1792,INSD6_ECOLI,301.0, ,0.0,,P0CF58
1793,INSF1_ECOLI,288.0, ,0.0,,P0CF79
1794,INSF4_ECOLI,288.0, ,0.0,,P0CF82
1795,INSF7_ECOLI,288.0, ,0.0,,Q9JMT3
1796,INSH2_ECOLI,338.0, ,0.0,,P0CE50
1797,INSH5_ECOLI,326.0, ,0.0,,P76071
1798,INSH8_ECOLI,338.0, ,0.0,,P0CE55
1799,INH11_ECOLI,338.0, ,0.0,,P0CE58
1800,INSI4_ECOLI,383.0, ,0.0,,P0CF90
1801,INSL1_ECOLI,370.0, ,0.0,,P0CF91
1802,INSO2_ECOLI,198.0, ,0.0,,Q47718
1803,INTB_ECOLI,396.0, ,0.0,,P39347
1804,INTF_ECOLI,466.0, ,0.0,,P71298
1805,INTS_ECOLI,385.0, ,0.0,,P37326
1806,ISCS_ECOLI,404.0,1p3wA,0.0,,P0A6B7
1807,ISPD_ECOLI,236.0,1i52A,0.0,,Q46893
1808,ISPG_ECOLI,372.0, ,1.0,,P62620
1809,JAYE_ECOLI,263.0, ,0.0,,P75981
1810,KBAY_ECOLI,286.0,1gvfB,0.0,,P0AB74
1811,KCH_ECOLI,417.0, ,128.0,,P31069
1812,KDGT_ECOLI,327.0, ,169.0,,P0A712
1813,KDPD_ECOLI,894.0, ,74.0,,P21865
1814,KDSB_ECOLI,248.0,3k8dA,0.0,,P04951
1815,KDUD_ECOLI,253.0, ,0.0,,P37769
1816,KEFB_ECOLI,601.0, ,226.0,,P45522
1817,KEFG_ECOLI,184.0, ,1.0,,P0A756
1818,KUP_ECOLI,622.0, ,223.0,,P63183
1819,LACY_ECOLI,417.0,2v8nA,230.0,,P02920
1820,LAST_ECOLI,228.0, ,0.0,,P37005
1821,LDHD_ECOLI,329.0, ,2.0,,P52643
1822,LEU1_ECOLI,523.0, ,0.0,,P09151
1823,LEUD_ECOLI,201.0, ,0.0,,P30126
1824,SYL_ECOLI,860.0, ,2.0,,P07813
1825,LHR_ECOLI,1538.0, ,0.0,,P30015
1826,LIGT_ECOLI,176.0, ,0.0,,P37025
1827,LIT_ECOLI,297.0, ,9.0,,P11072
1828,LIVH_ECOLI,308.0, ,172.0,,P0AEX7
1829,LIVM_ECOLI,425.0, ,206.0,,P22729
1830,LLDR_ECOLI,258.0, ,0.0,,P0ACL7
1831,LOLB_ECOLI,207.0,1iwmA,6.0,,P61320
1832,LOLE_ECOLI,414.0, ,88.0,,P75958
1833,DLDH_ECOLI,474.0, ,2.0,,P0A9P0
1834,LPOA_ECOLI,678.0, ,8.0,,P45464
1835,LPTB_ECOLI,241.0, ,1.0,,P0A9V1
